packet_rate,failed_logins,event,action_label
426.89,0,DDoS,RATE_LIMIT
46.31,1,Port Scan,ALERT
75.47,0,Port Scan,ALERT
6.07,0,Normal,ALLOW
18.62,0,Normal,ALLOW
16.88,4,Brute Force,BLOCK_IP
11.17,0,Normal,ALLOW
311.2,0,DDoS,RATE_LIMIT
52.0,1,Port Scan,ALERT
5.33,1,Normal,ALLOW
7.89,1,Normal,ALLOW
28.37,0,Normal,ALLOW
5.36,0,Normal,ALLOW
27.2,1,Normal,ALLOW
60.3,2,Port Scan,ALERT
45.14,7,Brute Force,BLOCK_IP
23.86,1,Normal,ALLOW
9.0,0,Normal,ALLOW
22.52,1,Normal,ALLOW
45.52,0,Port Scan,ALERT
43.19,9,Brute Force,BLOCK_IP
23.49,1,Normal,ALLOW
63.17,2,Port Scan,ALERT
57.35,1,Port Scan,ALERT
24.83,1,Normal,ALLOW
15.34,0,Normal,ALLOW
28.77,0,Normal,ALLOW
964.52,0,DDoS,RATE_LIMIT
77.68,1,Port Scan,ALERT
39.39,7,Brute Force,BLOCK_IP
9.48,1,Normal,ALLOW
35.79,0,Port Scan,ALERT
15.65,10,Brute Force,BLOCK_IP
25.73,1,Normal,ALLOW
29.53,0,Normal,ALLOW
29.11,13,Brute Force,BLOCK_IP
40.72,6,Brute Force,BLOCK_IP
17.68,5,Brute Force,BLOCK_IP
28.01,12,Brute Force,BLOCK_IP
75.88,2,Port Scan,ALERT
71.3,2,Port Scan,ALERT
70.41,2,Port Scan,ALERT
71.02,0,Port Scan,ALERT
45.69,1,Port Scan,ALERT
484.77,0,DDoS,RATE_LIMIT
8.71,1,Normal,ALLOW
22.22,0,Normal,ALLOW
14.55,0,Normal,ALLOW
15.65,0,Normal,ALLOW
41.87,1,Port Scan,ALERT
19.11,1,Normal,ALLOW
20.02,0,Normal,ALLOW
56.3,1,Port Scan,ALERT
25.6,0,Normal,ALLOW
9.83,0,Normal,ALLOW
42.04,5,Brute Force,BLOCK_IP
502.58,0,DDoS,RATE_LIMIT
55.86,0,Port Scan,ALERT
13.57,0,Normal,ALLOW
26.49,13,Brute Force,BLOCK_IP
22.64,13,Brute Force,BLOCK_IP
39.01,14,Brute Force,BLOCK_IP
7.18,0,Normal,ALLOW
7.01,1,Normal,ALLOW
10.18,0,Normal,ALLOW
7.24,0,Normal,ALLOW
43.96,12,Brute Force,BLOCK_IP
19.82,11,Brute Force,BLOCK_IP
12.69,0,Normal,ALLOW
35.57,1,Port Scan,ALERT
29.15,1,Normal,ALLOW
22.87,0,Normal,ALLOW
18.67,0,Normal,ALLOW
44.12,1,Port Scan,ALERT
18.36,1,Normal,ALLOW
39.15,7,Brute Force,BLOCK_IP
27.91,1,Normal,ALLOW
10.03,1,Normal,ALLOW
24.0,0,Normal,ALLOW
10.15,14,Brute Force,BLOCK_IP
23.45,1,Normal,ALLOW
33.16,15,Brute Force,BLOCK_IP
6.24,0,Normal,ALLOW
599.36,0,DDoS,RATE_LIMIT
10.41,0,Normal,ALLOW
39.76,7,Brute Force,BLOCK_IP
17.18,1,Normal,ALLOW
23.69,15,Brute Force,BLOCK_IP
20.61,1,Normal,ALLOW
17.23,1,Normal,ALLOW
27.93,0,Normal,ALLOW
32.76,4,Brute Force,BLOCK_IP
15.77,1,Normal,ALLOW
13.55,0,Normal,ALLOW
24.91,1,Normal,ALLOW
14.08,1,Normal,ALLOW
833.03,0,DDoS,RATE_LIMIT
20.03,1,Normal,ALLOW
23.54,1,Normal,ALLOW
32.05,1,Port Scan,ALERT
25.8,4,Brute Force,BLOCK_IP
5.5,1,Normal,ALLOW
63.69,1,Port Scan,ALERT
19.59,0,Normal,ALLOW
47.85,2,Port Scan,ALERT
23.73,0,Normal,ALLOW
7.82,1,Normal,ALLOW
21.68,13,Brute Force,BLOCK_IP
5.67,1,Normal,ALLOW
18.64,7,Brute Force,BLOCK_IP
18.28,1,Normal,ALLOW
48.29,15,Brute Force,BLOCK_IP
16.88,1,Normal,ALLOW
78.11,0,Port Scan,ALERT
65.36,1,Port Scan,ALERT
16.17,1,Normal,ALLOW
608.78,0,DDoS,RATE_LIMIT
15.72,1,Normal,ALLOW
5.98,0,Normal,ALLOW
13.95,0,Normal,ALLOW
21.58,1,Normal,ALLOW
8.46,1,Normal,ALLOW
8.83,0,Normal,ALLOW
47.55,10,Brute Force,BLOCK_IP
23.28,1,Normal,ALLOW
72.78,1,Port Scan,ALERT
58.68,1,Port Scan,ALERT
28.42,1,Normal,ALLOW
33.42,1,Port Scan,ALERT
7.7,1,Normal,ALLOW
25.39,1,Normal,ALLOW
13.15,1,Normal,ALLOW
16.84,1,Normal,ALLOW
19.6,1,Normal,ALLOW
44.79,14,Brute Force,BLOCK_IP
7.11,0,Normal,ALLOW
26.19,0,Normal,ALLOW
43.71,2,Port Scan,ALERT
9.14,0,Normal,ALLOW
24.73,0,Normal,ALLOW
35.41,9,Brute Force,BLOCK_IP
369.4,0,DDoS,RATE_LIMIT
6.04,0,Normal,ALLOW
869.22,0,DDoS,RATE_LIMIT
22.61,1,Normal,ALLOW
21.67,0,Normal,ALLOW
445.01,0,DDoS,RATE_LIMIT
412.07,0,DDoS,RATE_LIMIT
22.4,1,Normal,ALLOW
18.19,1,Normal,ALLOW
56.61,1,Port Scan,ALERT
23.15,0,Normal,ALLOW
69.59,2,Port Scan,ALERT
18.31,1,Normal,ALLOW
6.43,1,Normal,ALLOW
9.16,1,Normal,ALLOW
65.59,0,Port Scan,ALERT
29.25,0,Normal,ALLOW
14.96,15,Brute Force,BLOCK_IP
24.06,1,Normal,ALLOW
9.59,0,Normal,ALLOW
21.67,0,Normal,ALLOW
219.81,0,DDoS,RATE_LIMIT
42.44,1,Port Scan,ALERT
56.43,2,Port Scan,ALERT
8.41,1,Normal,ALLOW
39.88,0,Port Scan,ALERT
14.64,0,Normal,ALLOW
21.46,1,Normal,ALLOW
23.75,1,Normal,ALLOW
18.95,1,Normal,ALLOW
6.74,1,Normal,ALLOW
76.13,2,Port Scan,ALERT
44.39,1,Port Scan,ALERT
23.43,1,Normal,ALLOW
73.12,1,Port Scan,ALERT
46.82,2,Port Scan,ALERT
6.02,1,Normal,ALLOW
57.64,1,Port Scan,ALERT
6.58,0,Normal,ALLOW
13.42,11,Brute Force,BLOCK_IP
13.43,1,Normal,ALLOW
60.71,1,Port Scan,ALERT
16.44,0,Normal,ALLOW
15.73,1,Normal,ALLOW
23.75,1,Normal,ALLOW
25.94,1,Normal,ALLOW
7.86,1,Normal,ALLOW
17.62,1,Normal,ALLOW
14.45,1,Normal,ALLOW
19.42,0,Normal,ALLOW
69.6,0,Port Scan,ALERT
6.32,1,Normal,ALLOW
14.57,0,Normal,ALLOW
6.13,1,Normal,ALLOW
28.59,1,Normal,ALLOW
409.93,0,DDoS,RATE_LIMIT
15.54,1,Normal,ALLOW
20.42,0,Normal,ALLOW
58.88,1,Port Scan,ALERT
723.03,0,DDoS,RATE_LIMIT
24.01,11,Brute Force,BLOCK_IP
35.33,0,Port Scan,ALERT
7.49,1,Normal,ALLOW
29.83,1,Normal,ALLOW
29.25,1,Normal,ALLOW
55.83,0,Port Scan,ALERT
22.52,1,Normal,ALLOW
26.2,1,Normal,ALLOW
16.39,0,Normal,ALLOW
361.17,0,DDoS,RATE_LIMIT
11.63,1,Normal,ALLOW
12.95,1,Normal,ALLOW
15.48,0,Normal,ALLOW
17.14,0,Normal,ALLOW
18.68,1,Normal,ALLOW
18.66,0,Normal,ALLOW
22.7,6,Brute Force,BLOCK_IP
26.3,0,Normal,ALLOW
35.12,2,Port Scan,ALERT
7.49,0,Normal,ALLOW
39.74,5,Brute Force,BLOCK_IP
14.42,1,Normal,ALLOW
37.8,8,Brute Force,BLOCK_IP
49.7,1,Port Scan,ALERT
19.39,1,Normal,ALLOW
5.88,1,Normal,ALLOW
24.16,1,Normal,ALLOW
38.03,0,Port Scan,ALERT
35.95,13,Brute Force,BLOCK_IP
22.98,0,Normal,ALLOW
15.25,5,Brute Force,BLOCK_IP
26.12,1,Normal,ALLOW
27.72,1,Normal,ALLOW
521.9,0,DDoS,RATE_LIMIT
12.45,0,Normal,ALLOW
9.6,0,Normal,ALLOW
24.92,7,Brute Force,BLOCK_IP
19.03,13,Brute Force,BLOCK_IP
77.21,2,Port Scan,ALERT
23.05,4,Brute Force,BLOCK_IP
29.62,1,Normal,ALLOW
40.3,2,Port Scan,ALERT
10.09,0,Normal,ALLOW
988.64,0,DDoS,RATE_LIMIT
25.97,0,Normal,ALLOW
5.53,0,Normal,ALLOW
5.22,1,Normal,ALLOW
42.67,4,Brute Force,BLOCK_IP
34.34,0,Port Scan,ALERT
27.83,1,Normal,ALLOW
20.53,0,Normal,ALLOW
8.34,1,Normal,ALLOW
9.67,0,Normal,ALLOW
77.07,1,Port Scan,ALERT
24.54,13,Brute Force,BLOCK_IP
542.92,0,DDoS,RATE_LIMIT
20.71,0,Normal,ALLOW
760.65,0,DDoS,RATE_LIMIT
24.13,1,Normal,ALLOW
29.94,0,Normal,ALLOW
24.95,1,Normal,ALLOW
12.76,0,Normal,ALLOW
14.68,0,Normal,ALLOW
40.17,1,Port Scan,ALERT
79.15,1,Port Scan,ALERT
11.88,7,Brute Force,BLOCK_IP
29.42,1,Normal,ALLOW
10.98,0,Normal,ALLOW
547.62,0,DDoS,RATE_LIMIT
73.48,1,Port Scan,ALERT
23.52,1,Normal,ALLOW
10.47,0,Normal,ALLOW
43.7,1,Port Scan,ALERT
14.84,0,Normal,ALLOW
36.67,1,Port Scan,ALERT
23.56,1,Normal,ALLOW
28.11,1,Normal,ALLOW
45.0,1,Port Scan,ALERT
14.23,1,Normal,ALLOW
24.19,14,Brute Force,BLOCK_IP
6.43,0,Normal,ALLOW
661.77,0,DDoS,RATE_LIMIT
21.85,1,Normal,ALLOW
59.89,1,Port Scan,ALERT
24.89,1,Normal,ALLOW
38.04,12,Brute Force,BLOCK_IP
33.41,10,Brute Force,BLOCK_IP
10.29,11,Brute Force,BLOCK_IP
8.28,1,Normal,ALLOW
5.96,0,Normal,ALLOW
23.76,1,Normal,ALLOW
536.59,0,DDoS,RATE_LIMIT
17.55,1,Normal,ALLOW
16.67,1,Normal,ALLOW
59.1,2,Port Scan,ALERT
22.93,0,Normal,ALLOW
16.42,1,Normal,ALLOW
12.37,1,Normal,ALLOW
48.67,9,Brute Force,BLOCK_IP
22.23,1,Normal,ALLOW
44.52,10,Brute Force,BLOCK_IP
15.67,1,Normal,ALLOW
18.74,1,Normal,ALLOW
23.17,1,Normal,ALLOW
40.2,2,Port Scan,ALERT
8.96,1,Normal,ALLOW
6.37,1,Normal,ALLOW
12.78,0,Normal,ALLOW
12.27,1,Normal,ALLOW
25.99,0,Normal,ALLOW
45.25,1,Port Scan,ALERT
38.78,2,Port Scan,ALERT
16.79,0,Normal,ALLOW
5.24,0,Normal,ALLOW
13.32,1,Normal,ALLOW
71.03,2,Port Scan,ALERT
990.5,0,DDoS,RATE_LIMIT
17.13,0,Normal,ALLOW
6.31,1,Normal,ALLOW
16.51,1,Normal,ALLOW
13.8,1,Normal,ALLOW
6.25,1,Normal,ALLOW
36.23,0,Port Scan,ALERT
12.05,0,Normal,ALLOW
68.29,0,Port Scan,ALERT
31.09,0,Port Scan,ALERT
5.49,1,Normal,ALLOW
28.71,11,Brute Force,BLOCK_IP
15.71,0,Normal,ALLOW
12.26,1,Normal,ALLOW
10.42,11,Brute Force,BLOCK_IP
914.64,0,DDoS,RATE_LIMIT
15.82,0,Normal,ALLOW
29.67,1,Normal,ALLOW
49.46,1,Port Scan,ALERT
27.72,0,Normal,ALLOW
13.4,0,Normal,ALLOW
28.63,1,Normal,ALLOW
78.1,2,Port Scan,ALERT
32.53,1,Port Scan,ALERT
11.97,1,Normal,ALLOW
43.14,0,Port Scan,ALERT
19.5,1,Normal,ALLOW
961.72,0,DDoS,RATE_LIMIT
25.59,0,Normal,ALLOW
29.97,0,Normal,ALLOW
42.82,6,Brute Force,BLOCK_IP
34.13,2,Port Scan,ALERT
23.25,0,Normal,ALLOW
17.76,0,Normal,ALLOW
259.47,0,DDoS,RATE_LIMIT
14.61,5,Brute Force,BLOCK_IP
12.58,0,Normal,ALLOW
38.52,9,Brute Force,BLOCK_IP
13.37,0,Normal,ALLOW
47.36,0,Port Scan,ALERT
204.95,0,DDoS,RATE_LIMIT
25.27,0,Normal,ALLOW
21.99,1,Normal,ALLOW
9.04,1,Normal,ALLOW
28.56,0,Normal,ALLOW
211.36,0,DDoS,RATE_LIMIT
20.31,7,Brute Force,BLOCK_IP
23.72,0,Normal,ALLOW
29.89,0,Normal,ALLOW
964.67,0,DDoS,RATE_LIMIT
10.92,0,Normal,ALLOW
15.14,0,Normal,ALLOW
32.79,0,Port Scan,ALERT
26.33,1,Normal,ALLOW
26.13,0,Normal,ALLOW
41.36,2,Port Scan,ALERT
14.15,8,Brute Force,BLOCK_IP
17.88,0,Normal,ALLOW
21.7,1,Normal,ALLOW
496.78,0,DDoS,RATE_LIMIT
817.72,0,DDoS,RATE_LIMIT
16.82,4,Brute Force,BLOCK_IP
27.39,1,Normal,ALLOW
545.45,0,DDoS,RATE_LIMIT
825.42,0,DDoS,RATE_LIMIT
17.1,0,Normal,ALLOW
17.85,0,Normal,ALLOW
13.55,1,Normal,ALLOW
65.27,0,Port Scan,ALERT
41.22,0,Port Scan,ALERT
10.9,0,Normal,ALLOW
30.45,1,Port Scan,ALERT
17.28,9,Brute Force,BLOCK_IP
52.28,1,Port Scan,ALERT
263.68,0,DDoS,RATE_LIMIT
65.35,2,Port Scan,ALERT
8.49,0,Normal,ALLOW
42.21,1,Port Scan,ALERT
28.15,1,Normal,ALLOW
14.3,1,Normal,ALLOW
36.57,2,Port Scan,ALERT
515.58,0,DDoS,RATE_LIMIT
73.35,1,Port Scan,ALERT
299.54,0,DDoS,RATE_LIMIT
19.99,1,Normal,ALLOW
42.38,1,Port Scan,ALERT
27.39,1,Normal,ALLOW
13.07,1,Normal,ALLOW
13.02,0,Normal,ALLOW
9.33,0,Normal,ALLOW
11.84,1,Normal,ALLOW
41.52,2,Port Scan,ALERT
6.23,1,Normal,ALLOW
36.95,2,Port Scan,ALERT
22.63,15,Brute Force,BLOCK_IP
28.71,1,Normal,ALLOW
17.69,9,Brute Force,BLOCK_IP
40.55,10,Brute Force,BLOCK_IP
15.28,1,Normal,ALLOW
18.06,1,Normal,ALLOW
29.58,1,Normal,ALLOW
50.26,0,Port Scan,ALERT
22.9,1,Normal,ALLOW
25.24,10,Brute Force,BLOCK_IP
21.92,1,Normal,ALLOW
17.3,0,Normal,ALLOW
23.49,1,Normal,ALLOW
25.82,9,Brute Force,BLOCK_IP
72.19,1,Port Scan,ALERT
12.74,0,Normal,ALLOW
15.35,13,Brute Force,BLOCK_IP
7.98,0,Normal,ALLOW
17.96,4,Brute Force,BLOCK_IP
20.51,1,Normal,ALLOW
45.11,13,Brute Force,BLOCK_IP
44.49,0,Port Scan,ALERT
20.85,6,Brute Force,BLOCK_IP
50.56,1,Port Scan,ALERT
5.18,0,Normal,ALLOW
14.17,1,Normal,ALLOW
44.65,11,Brute Force,BLOCK_IP
48.19,6,Brute Force,BLOCK_IP
16.11,0,Normal,ALLOW
33.4,1,Port Scan,ALERT
486.93,0,DDoS,RATE_LIMIT
11.69,0,Normal,ALLOW
822.18,0,DDoS,RATE_LIMIT
886.66,0,DDoS,RATE_LIMIT
26.12,0,Normal,ALLOW
21.11,1,Normal,ALLOW
12.82,0,Normal,ALLOW
20.89,1,Normal,ALLOW
30.49,1,Port Scan,ALERT
23.18,14,Brute Force,BLOCK_IP
44.65,9,Brute Force,BLOCK_IP
22.16,10,Brute Force,BLOCK_IP
889.77,0,DDoS,RATE_LIMIT
70.8,0,Port Scan,ALERT
64.65,2,Port Scan,ALERT
12.1,12,Brute Force,BLOCK_IP
21.56,1,Normal,ALLOW
56.57,1,Port Scan,ALERT
16.25,11,Brute Force,BLOCK_IP
544.97,0,DDoS,RATE_LIMIT
19.23,0,Normal,ALLOW
16.86,0,Normal,ALLOW
55.91,1,Port Scan,ALERT
27.23,1,Normal,ALLOW
18.67,1,Normal,ALLOW
17.97,1,Normal,ALLOW
5.68,0,Normal,ALLOW
17.3,1,Normal,ALLOW
28.24,0,Normal,ALLOW
17.6,0,Normal,ALLOW
6.32,1,Normal,ALLOW
16.6,0,Normal,ALLOW
12.45,0,Normal,ALLOW
73.39,0,Port Scan,ALERT
12.6,1,Normal,ALLOW
24.4,1,Normal,ALLOW
27.49,1,Normal,ALLOW
7.85,1,Normal,ALLOW
231.01,0,DDoS,RATE_LIMIT
54.98,0,Port Scan,ALERT
62.32,1,Port Scan,ALERT
25.17,0,Normal,ALLOW
5.86,1,Normal,ALLOW
7.13,0,Normal,ALLOW
27.4,13,Brute Force,BLOCK_IP
11.63,0,Normal,ALLOW
22.29,1,Normal,ALLOW
10.51,1,Normal,ALLOW
7.61,0,Normal,ALLOW
17.21,1,Normal,ALLOW
18.2,0,Normal,ALLOW
11.68,0,Normal,ALLOW
21.24,0,Normal,ALLOW
8.23,1,Normal,ALLOW
20.65,0,Normal,ALLOW
12.89,0,Normal,ALLOW
6.23,1,Normal,ALLOW
16.12,0,Normal,ALLOW
20.4,9,Brute Force,BLOCK_IP
14.67,1,Normal,ALLOW
688.3,0,DDoS,RATE_LIMIT
43.4,13,Brute Force,BLOCK_IP
605.6,0,DDoS,RATE_LIMIT
19.3,1,Normal,ALLOW
43.75,0,Port Scan,ALERT
9.27,0,Normal,ALLOW
998.14,0,DDoS,RATE_LIMIT
43.18,0,Port Scan,ALERT
76.53,0,Port Scan,ALERT
998.56,0,DDoS,RATE_LIMIT
33.75,0,Port Scan,ALERT
25.91,0,Normal,ALLOW
478.23,0,DDoS,RATE_LIMIT
217.32,0,DDoS,RATE_LIMIT
7.29,0,Normal,ALLOW
21.16,0,Normal,ALLOW
17.86,0,Normal,ALLOW
720.15,0,DDoS,RATE_LIMIT
49.3,12,Brute Force,BLOCK_IP
23.79,1,Normal,ALLOW
11.6,6,Brute Force,BLOCK_IP
7.43,1,Normal,ALLOW
22.54,1,Normal,ALLOW
43.0,12,Brute Force,BLOCK_IP
15.67,1,Normal,ALLOW
24.61,0,Normal,ALLOW
712.87,0,DDoS,RATE_LIMIT
12.79,1,Normal,ALLOW
945.18,0,DDoS,RATE_LIMIT
13.46,1,Normal,ALLOW
14.0,1,Normal,ALLOW
21.55,1,Normal,ALLOW
64.13,0,Port Scan,ALERT
37.98,15,Brute Force,BLOCK_IP
12.28,8,Brute Force,BLOCK_IP
8.13,0,Normal,ALLOW
7.56,1,Normal,ALLOW
19.94,1,Normal,ALLOW
65.79,0,Port Scan,ALERT
559.23,0,DDoS,RATE_LIMIT
28.37,8,Brute Force,BLOCK_IP
73.47,2,Port Scan,ALERT
857.01,0,DDoS,RATE_LIMIT
42.23,2,Port Scan,ALERT
8.43,0,Normal,ALLOW
26.93,1,Normal,ALLOW
16.15,0,Normal,ALLOW
9.81,0,Normal,ALLOW
11.36,1,Normal,ALLOW
42.82,11,Brute Force,BLOCK_IP
6.22,1,Normal,ALLOW
20.14,1,Normal,ALLOW
13.56,1,Normal,ALLOW
19.56,1,Normal,ALLOW
23.92,0,Normal,ALLOW
66.37,0,Port Scan,ALERT
9.61,1,Normal,ALLOW
28.69,0,Normal,ALLOW
72.02,1,Port Scan,ALERT
6.23,1,Normal,ALLOW
40.14,0,Port Scan,ALERT
46.34,0,Port Scan,ALERT
21.36,14,Brute Force,BLOCK_IP
11.86,1,Normal,ALLOW
52.04,0,Port Scan,ALERT
20.64,1,Normal,ALLOW
772.5,0,DDoS,RATE_LIMIT
22.17,1,Normal,ALLOW
18.24,7,Brute Force,BLOCK_IP
12.09,1,Normal,ALLOW
8.25,0,Normal,ALLOW
40.37,14,Brute Force,BLOCK_IP
29.07,1,Normal,ALLOW
17.82,0,Normal,ALLOW
35.28,2,Port Scan,ALERT
20.06,1,Normal,ALLOW
20.46,1,Normal,ALLOW
6.77,1,Normal,ALLOW
25.86,1,Normal,ALLOW
36.91,7,Brute Force,BLOCK_IP
26.27,1,Normal,ALLOW
439.95,0,DDoS,RATE_LIMIT
5.48,0,Normal,ALLOW
77.9,0,Port Scan,ALERT
663.83,0,DDoS,RATE_LIMIT
16.66,10,Brute Force,BLOCK_IP
38.79,1,Port Scan,ALERT
20.53,0,Normal,ALLOW
931.87,0,DDoS,RATE_LIMIT
10.29,0,Normal,ALLOW
28.03,1,Normal,ALLOW
17.52,1,Normal,ALLOW
10.2,0,Normal,ALLOW
21.15,1,Normal,ALLOW
27.38,0,Normal,ALLOW
746.74,0,DDoS,RATE_LIMIT
19.84,0,Normal,ALLOW
54.67,2,Port Scan,ALERT
942.41,0,DDoS,RATE_LIMIT
9.14,0,Normal,ALLOW
12.31,0,Normal,ALLOW
75.31,1,Port Scan,ALERT
19.11,0,Normal,ALLOW
16.45,1,Normal,ALLOW
11.64,1,Normal,ALLOW
17.87,5,Brute Force,BLOCK_IP
27.67,0,Normal,ALLOW
10.58,1,Normal,ALLOW
28.12,7,Brute Force,BLOCK_IP
17.61,4,Brute Force,BLOCK_IP
28.76,6,Brute Force,BLOCK_IP
442.99,0,DDoS,RATE_LIMIT
274.41,0,DDoS,RATE_LIMIT
8.6,0,Normal,ALLOW
17.87,0,Normal,ALLOW
24.89,1,Normal,ALLOW
15.59,1,Normal,ALLOW
21.09,1,Normal,ALLOW
72.0,0,Port Scan,ALERT
9.12,1,Normal,ALLOW
21.4,1,Normal,ALLOW
10.73,1,Normal,ALLOW
64.13,2,Port Scan,ALERT
5.44,0,Normal,ALLOW
31.95,0,Port Scan,ALERT
544.79,0,DDoS,RATE_LIMIT
17.76,0,Normal,ALLOW
25.81,1,Normal,ALLOW
47.09,1,Port Scan,ALERT
22.29,1,Normal,ALLOW
16.68,0,Normal,ALLOW
29.64,0,Normal,ALLOW
8.3,0,Normal,ALLOW
24.96,0,Normal,ALLOW
10.59,0,Normal,ALLOW
27.75,1,Normal,ALLOW
16.21,0,Normal,ALLOW
15.75,0,Normal,ALLOW
33.92,0,Port Scan,ALERT
24.05,1,Normal,ALLOW
27.97,14,Brute Force,BLOCK_IP
9.37,0,Normal,ALLOW
41.97,0,Port Scan,ALERT
20.11,7,Brute Force,BLOCK_IP
26.89,1,Normal,ALLOW
27.81,0,Normal,ALLOW
9.06,0,Normal,ALLOW
11.43,1,Normal,ALLOW
24.78,0,Normal,ALLOW
48.77,1,Port Scan,ALERT
28.31,4,Brute Force,BLOCK_IP
42.92,14,Brute Force,BLOCK_IP
21.31,0,Normal,ALLOW
26.71,1,Normal,ALLOW
7.69,0,Normal,ALLOW
33.18,13,Brute Force,BLOCK_IP
11.74,1,Normal,ALLOW
5.18,0,Normal,ALLOW
10.29,1,Normal,ALLOW
15.34,0,Normal,ALLOW
29.14,0,Normal,ALLOW
7.1,1,Normal,ALLOW
24.88,1,Normal,ALLOW
29.71,0,Normal,ALLOW
971.48,0,DDoS,RATE_LIMIT
9.09,1,Normal,ALLOW
18.04,1,Normal,ALLOW
417.37,0,DDoS,RATE_LIMIT
25.4,0,Normal,ALLOW
20.43,12,Brute Force,BLOCK_IP
13.56,1,Normal,ALLOW
15.47,1,Normal,ALLOW
26.65,10,Brute Force,BLOCK_IP
79.31,2,Port Scan,ALERT
6.36,1,Normal,ALLOW
6.75,0,Normal,ALLOW
21.45,0,Normal,ALLOW
19.52,1,Normal,ALLOW
11.09,0,Normal,ALLOW
72.15,1,Port Scan,ALERT
12.53,13,Brute Force,BLOCK_IP
39.27,14,Brute Force,BLOCK_IP
48.04,1,Port Scan,ALERT
20.93,0,Normal,ALLOW
8.2,1,Normal,ALLOW
18.37,0,Normal,ALLOW
5.86,0,Normal,ALLOW
852.85,0,DDoS,RATE_LIMIT
51.6,2,Port Scan,ALERT
512.24,0,DDoS,RATE_LIMIT
74.55,0,Port Scan,ALERT
22.87,0,Normal,ALLOW
20.75,1,Normal,ALLOW
8.86,1,Normal,ALLOW
7.34,1,Normal,ALLOW
21.09,0,Normal,ALLOW
10.91,1,Normal,ALLOW
13.63,0,Normal,ALLOW
13.0,1,Normal,ALLOW
905.58,0,DDoS,RATE_LIMIT
28.98,0,Normal,ALLOW
26.29,0,Normal,ALLOW
21.61,0,Normal,ALLOW
24.06,1,Normal,ALLOW
751.83,0,DDoS,RATE_LIMIT
28.64,1,Normal,ALLOW
59.33,1,Port Scan,ALERT
18.13,1,Normal,ALLOW
10.3,10,Brute Force,BLOCK_IP
39.86,4,Brute Force,BLOCK_IP
16.07,0,Normal,ALLOW
11.73,1,Normal,ALLOW
25.33,1,Normal,ALLOW
38.89,0,Port Scan,ALERT
16.0,0,Normal,ALLOW
71.5,1,Port Scan,ALERT
33.91,15,Brute Force,BLOCK_IP
21.73,0,Normal,ALLOW
6.32,1,Normal,ALLOW
363.41,0,DDoS,RATE_LIMIT
20.67,1,Normal,ALLOW
22.55,0,Normal,ALLOW
29.21,4,Brute Force,BLOCK_IP
8.27,1,Normal,ALLOW
27.92,1,Normal,ALLOW
75.22,1,Port Scan,ALERT
22.97,0,Normal,ALLOW
22.98,1,Normal,ALLOW
9.81,0,Normal,ALLOW
10.44,1,Normal,ALLOW
75.74,1,Port Scan,ALERT
16.58,1,Normal,ALLOW
18.33,0,Normal,ALLOW
20.93,0,Normal,ALLOW
36.47,2,Port Scan,ALERT
8.74,0,Normal,ALLOW
20.57,0,Normal,ALLOW
17.27,10,Brute Force,BLOCK_IP
41.02,2,Port Scan,ALERT
16.71,0,Normal,ALLOW
28.16,0,Normal,ALLOW
28.32,0,Normal,ALLOW
17.93,0,Normal,ALLOW
11.13,14,Brute Force,BLOCK_IP
21.66,1,Normal,ALLOW
20.78,0,Normal,ALLOW
7.74,0,Normal,ALLOW
12.66,1,Normal,ALLOW
62.4,2,Port Scan,ALERT
12.24,1,Normal,ALLOW
24.42,0,Normal,ALLOW
5.12,0,Normal,ALLOW
27.31,0,Normal,ALLOW
17.73,0,Normal,ALLOW
398.63,0,DDoS,RATE_LIMIT
29.7,0,Normal,ALLOW
18.33,0,Normal,ALLOW
22.12,1,Normal,ALLOW
72.28,1,Port Scan,ALERT
32.08,2,Port Scan,ALERT
10.86,0,Normal,ALLOW
14.15,0,Normal,ALLOW
29.14,1,Normal,ALLOW
439.57,0,DDoS,RATE_LIMIT
20.75,5,Brute Force,BLOCK_IP
22.01,0,Normal,ALLOW
26.32,6,Brute Force,BLOCK_IP
62.51,0,Port Scan,ALERT
11.26,8,Brute Force,BLOCK_IP
34.9,13,Brute Force,BLOCK_IP
27.48,1,Normal,ALLOW
68.49,0,Port Scan,ALERT
7.89,0,Normal,ALLOW
77.36,1,Port Scan,ALERT
18.01,1,Normal,ALLOW
17.1,0,Normal,ALLOW
21.81,0,Normal,ALLOW
7.19,1,Normal,ALLOW
10.39,0,Normal,ALLOW
24.78,1,Normal,ALLOW
18.55,0,Normal,ALLOW
44.01,12,Brute Force,BLOCK_IP
28.52,0,Normal,ALLOW
6.25,0,Normal,ALLOW
14.43,0,Normal,ALLOW
19.39,1,Normal,ALLOW
14.99,0,Normal,ALLOW
78.02,2,Port Scan,ALERT
17.57,0,Normal,ALLOW
10.56,12,Brute Force,BLOCK_IP
5.36,1,Normal,ALLOW
21.65,0,Normal,ALLOW
13.54,1,Normal,ALLOW
18.55,0,Normal,ALLOW
65.69,0,Port Scan,ALERT
12.89,5,Brute Force,BLOCK_IP
15.02,12,Brute Force,BLOCK_IP
40.61,9,Brute Force,BLOCK_IP
46.17,2,Port Scan,ALERT
21.21,0,Normal,ALLOW
26.5,0,Normal,ALLOW
20.33,0,Normal,ALLOW
7.09,0,Normal,ALLOW
17.96,0,Normal,ALLOW
